FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH
0,1,0,0,1.72,3.2,4.33,1.7,3,5.5,1.7,2.9,5,1.75,3.1,4.2,1.727,2.875,5,1.667,3.2,5,1.7,3,5,1.95,1.71,1.7,1.84,-0.5,1.7,2.14,-0.5,1.95,1.95,-0.75
2,1,2,0,1.3,4.33,8.5,1.35,3.85,10,1.4,3.5,9,1.35,4,7,1.3,4,10,1.333,4,9,1.36,3.75,8,1.79,1.85,1.4,2.52,-0.5,1.82,2.02,-1.25,1.9,2,-1.25
0,0,0,0,2.25,2.87,3,2.15,2.85,3.5,2.2,2.75,3.4,2.2,2.8,3.1,2.1,3,3.2,2.2,2.8,3.25,2.2,2.8,3.2,2,1.65,2.2,1.52,-0.5,1.78,2.06,-0.25,1.85,2.05,-0.25
1,1,0,1,2.5,2.87,2.62,2.8,2.9,2.5,2.65,2.8,2.65,2.6,2.8,2.6,2.5,2.875,2.625,2.625,2.8,2.625,2.62,2.75,2.62,2.2,1.55,2.65,1.36,-0.5,1.7,2.14,0,1.775,2.125,0
2,2,1,0,1.44,3.5,7,1.45,3.5,8,1.44,3.5,7.5,1.45,3.6,5.8,1.364,3.75,8,1.4,3.6,8,1.44,3.6,6.5,1.95,1.71,1.44,2.39,-0.5,1.74,2.1,-1,1.95,1.95,-1.25
0,0,0,0,3,2.87,2.25,3.2,2.9,2.25,3.2,2.9,2.2,2.9,2.8,2.3,3,3,2.2,3.2,2.875,2.2,3.2,2.9,2.2,,,,,,1.8,2.04,0.25,1.75,2.15,0.25
2,1,1,0,1.83,3,4.2,1.9,3,4.2,1.9,3,3.95,1.9,2.8,4,1.909,3,3.75,1.85,2.875,4.333,1.9,3,3.95,,,,,,1.88,1.96,-0.5,1.85,2.05,-0.5
3,0,0,0,2.62,3,2.5,2.7,2.8,2.7,2.65,2.8,2.65,2.6,2.8,2.6,2.625,2.875,2.5,2.8,2.9,2.4,2.65,2.8,2.65,,,,,,1.86,1.98,0.25,1.75,2.15,0.25
2,0,1,0,2.1,3,3.2,2.3,2.85,3.2,2.1,2.9,3.45,2.1,2.8,3.3,2,2.875,3.6,2.1,3,3.25,2.1,2.9,3.45,,,,,,1.94,1.9,-0.25,1.925,1.975,-0.25
0,0,0,0,1.66,3.39,4.5,1.85,3,4.5,1.75,3.1,4.6,1.75,3,4.4,1.727,2.875,5,1.75,3.1,4.5,1.75,3.1,4.6,,,,,,1.88,1.96,-0.75,1.9,2,-0.75
1,3,1,2,2.37,3,2.75,2.5,2.85,2.85,2.5,2.8,2.85,2.4,2.8,2.8,2.375,3,2.75,2.4,2.875,2.875,2.5,2.8,2.85,,,,,,2.1,1.74,-0.25,2.125,1.775,-0.25
0,1,0,0,2.5,2.87,2.75,2.7,2.8,2.7,2.6,2.8,2.7,2.5,2.7,2.8,2.5,2.875,2.625,2.5,2.875,2.7,2.6,2.8,2.7,,,,,,1.96,1.88,0,1.875,2.025,0
2,0,1,0,1.8,3,4.33,1.9,3.05,4,1.85,3,4.2,1.8,2.9,4.2,1.8,3,4.333,1.8,3,4.5,1.85,3,4.2,,,,,,1.74,2.1,-0.5,1.825,2.075,-0.5
1,1,0,1,4,3.1,1.83,4.75,3.1,1.75,4.5,3,1.83,3.8,3,1.85,4,3,1.83,4.2,3,1.83,4.8,3,1.72,2.2,1.55,1.8,1.83,-0.5,2.08,1.76,0.5,2,1.9,0.5
0,0,0,0,1.9,2.75,4.33,1.95,2.65,4.75,1.95,3,3.75,1.9,2.8,4,1.8,2.7,5,1.91,2.8,4.2,2.05,2.8,3.6,2.3,1.5,1.95,1.67,-0.5,2,1.84,-0.5,2.075,1.825,-0.5
2,2,1,1,1.66,3.2,5,1.7,3,5.5,1.7,3.2,4.75,1.65,3.1,4.8,1.7,3,5,1.67,3.2,5,1.7,3,5,2.2,1.55,1.7,1.91,-0.5,1.96,1.88,-0.75,2,1.9,-0.75
0,0,0,0,1.57,3.2,6,1.65,3.1,5.75,1.6,3.5,5,1.55,3.3,5.2,1.67,2.88,5.5,1.57,3.1,6.5,1.61,3.1,5.5,2.2,1.55,1.6,2.06,-0.5,1.76,2.08,-0.75,1.8,2.1,-0.75
0,0,0,0,1.8,3,4.33,1.8,3.05,4.5,1.8,3,4.5,1.8,2.9,4.2,1.7,3.2,4.5,1.8,3,4.33,1.72,3.1,4.5,2.1,1.6,1.8,1.8,-0.5,1.88,1.96,-0.5,1.95,1.95,-0.5
4,0,2,0,1.5,3.4,6.5,1.45,3.4,8.5,1.5,3.6,6,1.4,3.7,6.5,1.5,3.25,6.5,1.44,3.6,7,1.5,3.3,6.5,2,1.65,1.5,2.25,-0.5,1.8,2.04,-1,1.8,2.1,-1
3,1,2,0,1.61,3.2,5.5,1.55,3.45,6,1.6,3.5,5,1.55,3.3,5.2,1.44,3.4,7,1.57,3.4,5.5,1.61,3.3,5,2.1,1.6,1.6,2.06,-0.5,1.76,2.08,-0.75,1.75,2.15,-0.75
0,0,0,0,3,3,2.25,3.2,3,2.2,3.1,3,2.2,3.1,2.8,2.2,3,3,2.2,3.2,2.88,2.2,3.2,2.8,2.2,2.2,1.55,1.52,2.2,0.5,2.02,1.82,0.25,2.1,1.8,0.25
1,1,0,0,1.83,3.1,4,1.95,3,3.9,2,3,3.6,2,2.7,3.8,1.91,2.88,4,1.91,2.8,4.2,2,2.87,3.6,2.2,1.55,2,1.64,-0.5,1.94,1.9,-0.5,1.95,1.95,-0.5
5,0,3,0,1.83,3.1,4,1.95,2.95,4,2,3,3.6,2,2.7,3.8,1.91,2.88,4,1.95,3,3.75,1.9,2.87,4,2,1.65,1.9,1.71,-0.5,1.96,1.88,-0.5,1.975,1.925,-0.5
0,2,0,1,1.72,3.25,4.33,1.7,3,5.5,1.7,3.2,4.75,1.8,2.8,4.4,1.73,2.88,5,1.73,3.2,4.5,1.72,3,4.8,2.1,1.6,1.7,1.91,-0.5,1.8,2.04,-0.5,1.825,2.075,-0.5
1,1,0,0,2.37,2.87,2.87,2.3,3,3,2.35,2.95,2.9,2.3,2.8,2.9,2.38,3,2.75,2.38,2.88,2.88,2.3,2.75,3.1,2.1,1.6,2.35,1.46,-0.5,1.96,1.88,-0.25,2,1.9,-0.25
0,1,0,0,3,3,2.25,3,3.1,2.25,3,2.9,2.3,3.1,2.8,2.2,3,3,2.2,3.1,2.88,2.25,3,2.8,2.3,2.2,1.55,1.47,2.3,0.5,1.84,2,0.25,1.85,2.05,0.25
2,2,2,2,2.2,2.8,3.25,2.15,2.75,3.65,2.15,2.85,3.4,2,2.8,3.6,2.1,2.75,3.5,2.1,2.75,3.6,2.1,2.75,3.5,2.3,1.5,2.15,1.55,-0.5,1.86,1.98,-0.25,1.875,2.025,-0.25
2,0,1,0,1.9,2.9,4,2.05,2.9,3.75,1.95,2.9,3.9,2,2.8,3.6,2,2.88,3.6,2.05,2.8,3.75,1.9,2.75,4.2,2.2,1.55,1.95,1.66,-0.5,1.74,2.1,-0.25,1.725,2.174,-0.25
4,1,0,0,1.72,3.1,4.75,1.75,3.05,5,1.82,3.2,4,1.7,3.1,4.4,1.73,2.88,5,1.73,3,5,1.72,2.9,5,2.2,1.55,1.82,1.78,-0.5,1.78,2.06,-0.5,1.8,2.1,-0.5
3,1,2,0,2.5,2.62,3,2.5,2.9,2.8,2.5,2.8,2.8,2.5,2.7,2.8,2.4,2.88,2.8,2.5,2.7,2.88,2.4,2.75,2.9,2.1,1.6,2.5,1.4,-0.5,1.78,2.06,0,1.8,2.1,0
1,0,0,0,2.2,2.7,3.4,2,2.85,4,2.15,2.85,3.4,2.2,2.7,3.2,2,2.88,3.6,2.1,2.9,3.4,2.05,2.7,3.75,2.2,1.55,2.15,1.55,-0.5,1.82,2.02,-0.25,1.85,2,-0.25
1,0,1,0,3.25,3,2.1,3.5,2.95,2.1,3.4,3,2.05,3.2,2.9,2.1,3.4,3,2,3.4,2.9,2.1,3.75,2.8,2,2.3,1.5,1.59,2.05,0.5,1.72,2.12,0.5,2.05,1.85,0.25
1,1,0,1,2.62,2.8,2.62,2.7,3,2.5,2.65,2.75,2.7,2.5,2.7,2.8,2.62,2.88,2.5,2.7,2.8,2.6,2.6,2.7,2.7,2.3,1.5,2.65,1.36,-0.5,1.92,1.92,0,1.95,1.95,0
1,0,0,0,2.25,2.75,3.25,2.25,2.8,3.35,2.25,2.7,3.35,2.1,2.8,3.3,2.25,2.88,3,2.25,2.75,3.25,2.2,2.75,3.25,2.3,1.5,2.25,1.5,-0.5,1.94,1.9,-0.25,1.95,1.95,-0.25
0,0,0,0,2.37,2.87,2.87,2.45,2.8,3,2.45,2.7,3,2.3,2.7,3,2.25,2.75,3.2,2.4,2.75,3,2.4,2.75,2.9,2.45,1.45,2.45,1.42,-0.5,,,,1.775,2.125,0
2,2,1,0,1.61,3.2,5.5,1.7,3,5.5,1.7,3,5.25,1.65,3,5,1.67,2.88,5.5,1.62,3.2,5.5,1.61,3.1,5.5,2,1.65,1.7,1.91,-0.5,,,,1.8,2.1,-0.75
3,2,1,0,1.5,3.4,6.5,1.4,3.75,8.25,1.53,3.3,6.5,1.6,3.1,5.2,1.5,3.25,6.5,1.5,3.4,6.5,1.57,3.1,6,2,1.65,2,1.38,-1.5,,,,2.05,1.85,-1
2,1,1,0,2,3,3.5,2,2.85,4,2,2.8,3.95,1.9,2.8,4,1.91,2.88,4,1.91,2.9,4,1.95,2.75,4,2.2,1.55,2,1.64,-0.5,,,,1.925,1.975,-0.5
2,1,1,0,3,2.75,2.37,3.5,2.85,2.15,3.05,2.8,2.35,2.9,2.7,2.4,3.2,2.75,2.25,3.2,2.8,2.25,3,2.7,2.37,2.2,1.55,1.46,2.35,0.5,,,,1.875,2.025,0.25
1,0,0,0,1.61,3.1,5.5,1.55,3.3,6.5,1.6,3.15,6,1.55,3.4,5,1.62,3,6,1.57,3.4,5.5,1.61,3.1,5.5,2.2,1.55,1.6,2.07,-0.5,,,,2,1.9,-1
0,0,0,0,1.57,3.25,6,1.65,3.05,6,1.6,3.15,6,1.6,3.1,5.2,1.67,2.88,5.5,1.57,3.2,6,1.61,3.1,5.5,2.1,1.6,1.6,2.07,-0.5,,,,2.2,1.7,-1
1,1,0,0,1.36,3.75,8.5,1.4,3.5,10,1.4,3.6,8.5,1.35,3.8,7.5,1.4,3.6,7.5,1.36,3.75,8.5,1.36,3.6,9,1.95,1.71,2,1.53,-1.5,,,,2.025,1.875,-1.25
1,0,0,0,4.2,3,1.83,5.5,2.9,1.75,4.4,3,1.8,3.8,3,1.85,5,2.88,1.73,4.5,3.1,1.75,4.8,2.8,1.8,1.65,2,1.21,3.3,1.5,1.8,2.04,0.75,1.775,2.125,0.75
3,1,3,1,2.87,2.87,2.4,3.15,2.85,2.3,2.85,2.8,2.45,2.65,2.7,2.65,2.75,3,2.38,2.88,2.75,2.5,2.9,2.62,2.5,1.45,2.45,1.41,2.45,0.5,1.74,2.1,0.25,1.7,2.2,0.25
0,1,0,0,2.7,2.87,2.5,2.9,2.85,2.45,2.7,2.8,2.6,2.7,2.6,2.7,2.8,2.75,2.5,2.75,2.75,2.6,2.9,2.75,2.4,1.45,2.45,1.37,2.6,0.5,1.94,1.9,0,2.1,1.8,0
3,1,1,0,2.3,2.87,3,2.35,2.9,3,2.25,2.9,3.1,2.2,2.9,3,2.2,3,3,2.3,2.88,3,2.15,2.8,3.3,1.55,2.2,4.7,1.08,-1.5,2.06,1.78,-0.25,2.05,1.85,-0.25
0,0,0,0,1.53,3.25,6.5,1.45,3.5,8,1.5,3.5,6.15,1.55,3.4,5,1.44,3.4,7.5,1.5,3.4,6.5,1.53,3.25,6,1.71,2,2.42,1.4,-1.5,1.96,1.88,-1,1.925,1.975,-1
1,0,0,0,1.8,3,4.33,1.7,3,5.5,1.8,3,4.4,1.85,2.9,4,1.73,2.88,5,1.8,3.1,5,1.72,2.9,5,1.6,2.1,3.3,1.21,-1.5,2.1,1.74,-0.75,2.1,1.8,-0.75
3,0,2,0,2.1,2.87,3.4,2.05,3,3.6,2,2.8,3.9,1.9,2.9,3.8,1.91,3.2,3.5,2,2.88,3.75,1.83,3,4,1.6,2.1,3.9,1.15,-1.5,2,1.84,-0.5,2.075,1.825,-0.5
1,0,1,0,1.8,3,4.33,1.75,3.05,5,1.8,2.95,4.5,1.75,3,4.4,1.8,3,4.33,1.75,3,4.75,1.8,2.9,4.5,1.6,2.1,3.3,1.21,-1.5,1.8,2.04,-0.5,1.8,2.1,-0.5
1,0,1,0,1.8,3,4.33,1.7,3.3,5,1.75,3,4.8,1.75,3.1,4.2,1.73,2.88,5,1.73,3,5,1.72,3,4.8,1.6,2.1,3.15,1.23,-1.5,1.8,2.04,-0.5,1.825,2.075,-0.5
2,0,1,0,2.62,2.87,2.6,2.75,2.85,2.6,2.7,2.7,2.65,2.6,2.8,2.6,2.62,2.88,2.5,2.75,2.8,2.75,2.7,2.62,2.7,1.6,2.1,1.35,2.65,0.5,1.88,1.96,0,1.9,2,0
1,0,1,0,2.87,2.87,2.37,3.2,2.75,2.35,2.8,2.8,2.5,2.6,2.8,2.6,2.9,2.75,2.4,2.8,2.7,2.6,2.7,2.7,2.6,2.3,1.5,1.4,2.5,0.5,1.98,1.86,0,2.025,1.875,0
2,0,1,0,2.1,2.8,3.5,2.1,2.65,4,2.1,2.8,3.5,2.1,2.7,3.5,2,2.7,4,2.05,2.8,3.75,2.15,2.7,3.5,2.2,1.55,2.1,1.56,-0.5,1.78,2.06,-0.25,1.9,2,-0.25
2,1,1,1,1.3,4,10,1.2,5,15,1.3,4.1,9.5,1.3,4.2,8,1.25,4.5,10,1.3,4.2,9,1.28,4,10,1.9,1.75,1.92,1.65,-1.5,2.12,1.72,-1.5,2.15,1.75,-1.5
2,1,1,1,1.72,3,5,1.75,3,5,1.7,3.1,5,1.75,3,4.4,1.7,3.2,4.5,1.73,3.2,5.2,1.7,3,5,2.2,1.55,1.7,1.91,-0.5,2.04,1.8,-0.75,2.075,1.825,-0.75
1,1,1,1,2.2,2.75,3.4,2.15,2.75,3.65,2.15,2.8,3.4,2.1,2.8,3.3,2,3,3.4,2.2,2.8,3.25,2.15,2.75,3.4,2.3,1.5,2.15,1.54,-0.5,1.84,2,-0.25,1.875,2.025,-0.25
2,0,1,0,1.8,2.8,5,1.7,3,5.5,1.8,2.85,4.7,1.8,2.8,4.4,1.7,3,5,1.8,2.88,4.75,1.8,2.9,4.5,2.2,1.55,1.8,1.77,-0.5,1.72,2.12,-0.5,1.75,2.15,-0.5
0,0,0,0,1.9,2.8,4.2,1.95,2.75,4.4,1.9,2.8,4.2,1.9,2.9,3.8,1.9,2.9,4,1.91,2.8,4.2,1.9,2.75,4.2,2,1.65,1.9,1.68,-0.5,2.02,1.82,-0.5,1.725,2.175,-0.25
1,0,1,0,1.72,3,5,1.6,3.25,6,1.7,3,5.1,1.65,3.1,4.8,1.67,3.1,5,1.7,3.1,5,1.7,3,5,2.1,1.6,1.7,1.89,-0.5,2.06,1.78,-0.75,2.1,1.8,-0.75
2,2,0,1,2.37,2.75,3,2.45,2.9,2.85,2.4,2.75,3,2.4,2.7,2.9,2.38,3,2.75,2.4,2.8,3.25,2.4,2.75,2.9,2.2,1.55,2.4,1.43,-0.5,2.1,1.74,-0.25,1.75,2.15,0
1,1,0,0,1.8,3,4.33,1.8,2.9,5,1.8,3,4.5,1.85,2.8,4.2,1.8,3.2,4,1.8,3,4.33,1.83,2.87,4.33,2.45,1.45,1.8,1.8,-0.5,1.82,2.02,-0.5,1.85,2.05,-0.5
2,1,1,1,1.83,2.87,4.33,1.9,3,4.15,1.85,2.9,4.3,1.75,3,4.4,1.8,2.88,4.5,1.83,3,4.2,1.8,2.9,4.5,2.25,1.55,1.85,1.73,-0.5,,,,1.725,2.175,-0.5
3,0,0,0,1.72,2.87,5,1.65,3,6.25,1.65,3.2,5,1.6,3.3,4.8,1.73,2.88,5,1.67,3.2,5,1.61,3.1,5.5,2.25,1.55,1.65,1.95,-0.5,,,,1.85,2.05,-0.75
0,0,0,0,3,2.87,2.25,2.8,2.9,2.5,2.85,2.8,2.45,2.7,2.8,2.5,2.75,3,2.38,2.88,2.88,2.38,2.8,2.75,2.5,2.15,1.6,1.41,2.45,0.5,,,,1.8,2.1,0.25
1,0,0,0,2.1,2.75,3.6,2.1,2.9,3.5,2.1,2.8,3.6,2.2,2.7,3.2,2,2.88,3.6,2.05,2.8,3.75,2.1,2.8,3.4,2.45,1.45,2.1,1.58,-0.5,1.74,2.1,-0.25,1.7,2.2,-0.25
2,2,0,0,2.3,2.8,3.1,2.4,2.85,3,2.35,2.75,3.1,2.4,2.7,2.9,2.2,2.9,3.1,2.3,2.8,3.1,2.25,2.75,3.2,2.3,1.5,2.35,1.46,-0.5,1.98,1.86,-0.25,2.025,1.875,-0.25
1,1,0,1,2.4,2.75,3,2.55,2.85,2.85,2.4,2.8,2.95,2.5,2.7,2.8,2.5,2.8,2.75,2.4,2.88,2.88,2.5,2.75,2.8,2.6,1.4,2.4,1.44,-0.5,1.96,1.88,-0.25,2.1,1.8,-0.25
2,0,1,0,2,2.87,3.75,2.15,2.7,3.75,2.05,2.8,3.75,2,2.8,3.6,2,2.88,3.6,2.05,2.8,3.75,2,2.8,3.75,2.2,1.55,2.05,1.6,-0.5,1.74,2.1,-0.25,1.8,2.1,-0.25
0,0,0,0,1.72,3,5,1.8,3,4.65,1.8,3,4.5,1.7,3,4.6,1.8,2.88,4.5,1.73,3,5,1.72,3,4.8,2.2,1.55,1.8,1.8,-0.5,1.72,2.12,-0.5,1.775,2.125,-0.5
0,1,0,0,3.8,2.9,2.1,3.5,2.75,2.2,3.5,2.8,2.15,3.2,2.7,2.2,3.4,2.8,2.1,3.75,2.88,2.15,3.3,2.8,2.15,2.1,1.6,1.56,2.15,0.5,2.08,1.76,0.25,2.05,1.85,0.25
0,0,0,0,1.9,2.8,4.2,1.9,3,4.1,1.95,2.9,4,1.9,2.9,3.8,1.91,3,3.75,1.91,2.9,4,1.83,3,4,2.2,1.55,1.95,1.68,-0.5,2,1.84,-0.5,2.025,1.875,0.5
2,1,2,0,2.2,2.8,3.75,2,3,3.75,2.15,2.75,3.55,2.2,2.7,3.2,2.1,3,3.2,2.2,3,3.4,2.1,2.8,3.4,2,1.65,2.15,1.55,-0.5,1.82,2.02,-0.25,1.85,2.05,-0.25
1,0,1,0,2.2,2.87,3.2,2.35,2.9,3,2.2,2.75,3.4,2.1,2.8,3.3,2.1,2.88,3.4,2.2,2.88,3.2,2.1,2.8,3.4,2,1.65,2.2,1.52,-0.5,1.86,1.98,-0.25,1.9,2,-0.25
0,0,0,0,2.37,2.75,3,2.35,2.8,3.15,2.3,2.75,3.2,2.3,2.7,3,2.25,2.75,3.2,2.25,2.8,3.2,2.15,2.75,3.4,2.2,1.55,2.3,1.48,-0.5,1.98,1.86,-0.25,2.05,1.85,-0.25
3,0,3,0,3.1,2.75,2.3,3.5,2.85,2.15,3.6,2.5,2.3,3.1,2.8,2.2,3.2,3,2.1,3.25,2.75,2.25,3.2,2.62,2.3,2.45,1.45,1.48,2.3,0.5,1.98,1.86,0.25,1.975,1.925,0.25
2,1,0,0,1.72,3,4.75,1.65,3.05,6,1.73,3,5,1.65,3.2,4.6,1.7,3,5,1.75,3,4.75,1.66,3.1,5,2.2,1.55,1.73,1.88,-0.5,1.96,1.88,-0.75,1.95,1.95,-0.75
0,2,0,0,1.8,2.87,4.5,1.85,2.75,5,1.75,2.9,5.1,1.8,2.8,4.4,1.7,2.8,5.5,1.73,3,5,1.8,2.7,5,2.2,1.55,1.75,1.85,-0.5,1.78,2.06,-0.5,1.75,2.15,-0.5
8,0,5,0,1.44,3.5,7,1.5,3.4,7,1.5,3.3,7,1.5,3.4,5.6,1.4,3.6,7.5,1.5,3.4,6.5,1.5,3.2,7,2.1,1.6,1.5,2.24,-0.5,,,,2.05,1.85,-1
1,0,0,0,1.5,3.4,6,1.45,3.5,8,1.5,3.45,6.5,1.55,3.4,5,1.57,3.2,6,1.53,3.4,7.5,1.53,3.1,6.5,2,1.65,1.5,2.25,-0.5,2.08,1.76,-1,2.175,1.725,-1
0,1,0,1,2.4,2.7,3,2.35,2.9,3,2.35,2.7,3.15,2.3,2.7,3,2.38,3,2.75,2.38,2.7,3.1,2.3,2.62,3.2,2.3,1.5,2.35,1.45,-0.5,1.92,1.92,-0.25,2.05,1.85,-0.25
2,0,2,0,2.37,2.7,3,2.3,2.8,3.25,2.3,2.75,3.2,2.3,2.6,3.1,2.1,2.75,3.5,2.3,2.7,3.2,2.3,2.62,3.2,2.2,1.55,2.3,1.48,-0.5,1.98,1.86,-0.25,1.95,1.95,-0.25
1,0,1,0,1.61,3.2,5.5,1.6,3,7,1.62,3.2,5.5,1.5,3.4,5.6,1.62,3.25,5,1.62,3.2,5.5,1.5,3.3,6.5,2.2,1.55,1.62,2.02,-0.5,1.8,2.04,-0.75,1.775,2.125,-0.75
1,0,0,0,1.61,3.25,5,1.65,3.05,6,1.67,3.1,5.25,1.65,3.2,4.6,1.67,3.2,5,1.67,3.2,5,1.61,3.1,5.5,2.1,1.6,1.67,1.95,-0.5,1.9,1.94,-0.75,1.9,2,-0.75
1,1,0,0,1.83,3,4.2,1.8,3.1,4.5,1.8,3,4.5,1.85,2.8,4.2,1.7,3.2,4.5,1.83,3.1,4.75,1.72,3.1,4.5,2.1,1.6,1.8,1.8,-0.5,1.84,2,-0.5,1.95,1.95,-0.5
0,1,0,0,2.25,2.75,3.25,2.25,2.8,3.35,2.2,2.8,3.3,2.1,2.7,3.5,2,2.88,3.6,2.2,2.9,3.3,2,2.8,3.75,2.3,1.5,2.2,1.51,-0.5,1.82,2.02,-0.25,1.85,2.05,-0.25
2,0,0,0,3.25,2.75,2.25,3.3,2.85,2.2,3.3,2.8,2.2,2.9,2.8,2.3,3.2,2.8,2.2,3.2,2.8,2.3,3,2.8,2.3,2.3,1.5,1.51,2.2,0.5,,,,1.9,2,0.25
0,0,0,0,1.72,3,4.5,1.8,2.8,5.25,1.78,2.95,4.75,1.7,3,4.6,1.73,2.88,5,1.75,3.1,4.75,1.8,2.9,4.5,2.2,1.55,1.78,1.82,-0.5,1.76,2.08,-0.5,1.8,2.1,-0.5
2,2,1,1,3,2.75,2.37,3.25,2.8,2.3,3.3,2.75,2.25,2.6,2.8,2.6,3,3,2.2,3.2,2.8,2.3,3,2.8,2.3,2.35,1.5,1.5,2.25,0.5,1.8,2.04,0.25,1.75,2.15,0.25
1,1,1,0,1.8,3,4.33,1.8,2.8,5.25,1.8,2.85,4.9,1.8,2.8,4.4,1.8,2.88,4.5,1.83,2.88,4.75,1.8,2.9,4.5,2.2,1.55,1.8,1.8,-0.5,1.82,2.02,-0.5,1.9,2,-0.5
3,0,1,0,1.66,3.2,5,1.65,3,6.25,1.65,3.05,5.6,1.65,3,5,1.67,3.1,5,1.67,3.2,5.25,1.57,3.3,5.5,2.35,1.5,1.65,1.97,-0.5,1.96,1.88,-0.75,2,1.9,-0.75
1,0,0,0,2.62,2.87,2.6,3.1,2.9,2.3,2.8,2.95,2.4,2.8,2.7,2.5,2.88,3,2.25,2.75,2.88,2.6,2.75,2.8,2.5,2.2,1.55,1.44,2.4,0.5,2.02,1.82,0,2,1.9,0
0,2,0,1,1.83,3,4.2,1.9,2.8,4.6,1.85,2.85,4.5,1.85,2.8,4.2,1.73,2.88,5,1.83,2.88,4.75,1.72,3.1,4.5,2.3,1.5,1.85,1.74,-0.5,1.96,1.88,-0.5,1.95,1.95,-0.5
4,3,2,1,2.6,2.87,2.62,2.6,2.75,2.85,2.6,2.75,2.75,2.3,2.8,2.9,2.4,2.88,2.75,2.6,2.88,2.7,2.25,2.8,3.1,2.3,1.5,2.6,1.38,-0.5,1.72,2.12,0,1.75,2.15,0
2,1,1,0,2.3,2.75,3.2,2.2,2.85,3.35,2.25,2.75,3.2,2.2,2.9,3,2.25,2.88,3,2.15,2.88,3.3,2.25,2.87,3,2.3,1.5,2.1,1.55,-0.5,,,,1.75,2.15,-0.25
0,2,0,1,1.9,2.8,4.2,2,2.65,4.5,1.9,2.85,4.1,2,2.7,3.8,1.8,2.88,4.5,1.91,2.9,4,1.9,2.75,4.2,2.2,1.55,1.9,1.68,-0.5,2,1.84,-0.5,2.1,1.8,-0.5
2,1,1,1,1.83,2.87,4.5,1.85,3,4.4,1.8,2.9,4.7,1.75,3,4.4,1.8,3,4.33,1.8,3,4.5,1.8,2.9,4.5,2.2,1.55,1.8,1.79,-0.5,1.96,1.88,-0.5,2,1.9,-0.5
1,2,0,1,1.5,3.6,7.5,1.5,3.4,7,1.5,3.4,6.5,1.5,3.5,5.4,1.44,3.4,7.5,1.5,3.75,7,1.5,3.2,7,2,1.65,1.5,2.23,-0.5,2,1.84,-1,2,1.9,-1
2,1,1,0,1.66,3.2,5,1.8,3,4.75,1.7,3,5,1.75,3,4.4,1.6,3.2,5.5,1.67,3.2,5,1.66,3.1,5,2.2,1.55,1.7,1.88,-0.5,,,,2,1.9,-0.75
0,1,0,0,1.8,2.87,4.5,1.8,2.8,5.25,1.8,2.9,4.7,1.8,2.8,4.4,1.8,2.88,4.5,1.75,3,4.75,1.8,2.9,4.5,2.2,1.55,1.8,1.79,-0.5,1.76,2.08,-0.5,1.775,2.125,-0.5
2,2,1,1,1.72,2.9,5,1.8,2.9,5,1.8,2.9,4.7,1.7,3,4.6,1.7,3,5,1.75,3,4.75,1.72,3,4.8,2,1.65,1.8,1.79,-0.5,1.74,2.1,-0.5,1.725,2.175,-0.5
1,1,1,1,2.5,2.87,2.7,2.65,2.9,2.65,2.5,2.75,2.8,2.5,2.7,2.8,2.38,2.88,2.8,2.5,2.8,2.8,2.5,2.75,2.8,2.1,1.6,2.5,1.39,-0.5,1.74,2.1,0,1.775,2.125,0
0,0,0,0,1.66,3.2,5,1.6,3.25,6,1.65,3.15,5,1.65,3.2,4.6,1.6,3.2,5.5,1.67,3.2,5,1.7,3,5,2,1.65,1.65,1.93,-0.5,1.82,2.02,-0.75,1.85,2.05,-0.75
0,1,0,1,1.66,3.2,6,1.6,3.25,6,1.6,3.2,5.5,1.65,3.2,4.6,1.6,3.2,5.5,1.62,3.4,6,1.57,3.3,5.5,2.1,1.6,1.6,2.02,-0.5,2.06,1.78,-0.75,2.1,1.8,-0.75
3,1,2,0,1.66,3.2,5,1.65,3.05,6,1.7,3,5.25,1.6,3.2,5,1.73,2.88,5,1.67,3.2,5,1.7,3,5,2,1.65,1.7,1.91,-0.5,1.9,1.94,-0.75,1.9,1.95,-0.75
0,0,0,0,2.1,2.8,3.5,2,2.85,4,2,2.75,4,2.1,2.6,3.6,2,2.8,3.75,2.1,2.75,3.6,2,2.75,3.8,2.2,1.55,2,1.63,-0.5,1.76,2.08,-0.25,1.75,2.1,-0.25
0,1,0,0,2,3,3.5,1.9,3.2,3.8,2,3,3.65,2,2.9,3.4,1.83,2.9,4.33,2,3,3.6,1.9,3.2,3.5,2.2,1.55,2,1.65,-0.5,,,,2.025,1.825,-0.5
0,2,0,1,2.87,2.87,2.4,2.65,3.1,2.5,3.1,2.9,2.25,3.2,2.9,2.1,3,3,2.2,3,3,2.25,2.9,2.9,2.3,2.1,1.6,1.49,2.25,0.5,,,,1.875,1.975,0.25
3,2,2,0,1.9,3.1,3.6,2,2.9,3.85,2,2.85,3.85,1.9,2.8,4,1.91,3,3.75,1.91,2.88,4,2,2.87,3.6,2.1,1.6,,,,1.84,2,-0.5,1.85,2,-0.5
